Entidad,Sexo,Puesto,minutos_app,total_encuestas,total_asist,Fecha
Jalisco,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,3,2024-07-08
Querétaro,Mujer,Otro (Especifique),0.0,0,1,2024-07-08
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",477.8,0,9,2024-07-08
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-07-08
Oaxaca,Mujer,Psicóloga/o,758.5,0,8,2024-07-08
Querétaro,Mujer,Promotor/a En Salud,0.0,0,0,2024-07-08
Campeche,Sin dato,Médica/o,618.9,7,9,2024-07-08
Oaxaca,Sin dato,"Coordinador/a, responsable o supervisión de área",102.0,7,6,2024-07-08
Querétaro,Mujer,Médica/o residente,0.0,0,0,2024-07-08
Querétaro,Mujer,Pasante,300.0,0,8,2024-07-08
Campeche,Sin dato,Personal directivo,768.3,7,9,2024-07-08
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,1,2024-07-08
Oaxaca,Sin dato,Enfermera/o,0.0,7,2,2024-07-08
Oaxaca,Mujer,Enfermera/o,471.4,0,9,2024-07-08
Querétaro,Sin dato,Médica/o,140.9,7,7,2024-07-08
Campeche,Mujer,"Coordinador/a, Responsable O Supervisión De Área",20.7,0,9,2024-07-08
Nuevo León,Mujer,Otro (Especifique),899.8,0,9,2024-07-08
Nuevo León,Mujer,"Coordinador/a, responsable o supervisión de área",645.7,0,8,2024-07-08
Sonora,Mujer,Psicóloga/o,665.9,0,8,2024-07-08
Campeche,Mujer,Enfermera/o,76.6,0,3,2024-07-08
Oaxaca,Mujer,Enfermera/o,918.3,0,9,2024-07-08
Querétaro,Mujer,Administrativa/o,601.9,0,9,2024-07-08
Tabasco,Mujer,Administrativa/o,474.1,0,9,2024-07-08
Sonora,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,2,2024-07-08
Campeche,Mujer,Médica/o,0.0,0,1,2024-07-08
Sonora,Mujer,Enfermera/o,0.0,0,2,2024-07-08
Sonora,Mujer,Pasante,489.8,0,8,2024-07-08
Coahuila,Sin dato,Sin dato,633.6,0,9,2024-07-08
Querétaro,Mujer,Médica/o residente,60.1,0,0,2024-07-08
Sonora,Sin dato,Pasante,435.8,7,3,2024-07-08
Nuevo León,Mujer,Administrativa/o,234.7,0,8,2024-07-08
Querétaro,Mujer,Administrativa/o,0.0,0,1,2024-07-08
Querétaro,Sin dato,Pasante,0.0,7,0,2024-07-08
Sonora,Mujer,Enfermera/o,623.5,0,9,2024-07-08
Nuevo León,Mujer,Enfermera/o,300.0,0,9,2024-07-08
Coahuila,Mujer,Médica/o,547.5,0,9,2024-07-08
Coahuila,Mujer,Sin dato,1461.2,0,9,2024-07-08
Sonora,Mujer,Médica/o,213.6,0,5,2024-07-08
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Sonora,Mujer,Enfermera/o,300.0,0,9,2024-07-08
Coahuila,Mujer,Interna/o,0.0,0,1,2024-07-08
Oaxaca,Hombre,Enfermera/o,59.3,0,0,2024-07-08
Campeche,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,5,2,2024-07-08
Oaxaca,Mujer,Psicóloga/o,0.0,0,0,2024-07-08
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-08
Sonora,Sin dato,Médica/o residente,0.0,7,0,2024-07-08
Campeche,Hombre,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-07-08
Sonora,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,6,1,2024-07-08
AtentaMente,Sin dato,Sin dato,406.0,0,9,2024-07-08
Sonora,Hombre,Enfermera/o,735.7,0,9,2024-07-08
Quintana Roo,Mujer,Médica/o residente,69.2,0,1,2024-07-08
Campeche,Hombre,Administrativa/o,0.0,0,0,2024-07-08
Coahuila,Sin dato,Estudiante de medicina,0.0,0,1,2024-07-08
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-07-08
Querétaro,Sin dato,Sin dato,0.0,0,1,2024-07-08
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-07-08
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-08
Oaxaca,Sin dato,Personal directivo,505.4,7,9,2024-07-08
Campeche,Sin dato,Enfermera/o,0.0,7,8,2024-07-08
Sonora,Sin dato,Psicóloga/o,188.7,6,5,2024-07-08
SIMI,Hombre,Psicóloga/o,560.5,0,7,2024-07-08
Coahuila,Sin dato,"Coordinador/a, responsable o supervisión de área",537.7,7,9,2024-07-08
Campeche,Mujer,Enfermera/o,838.9,0,0,2024-07-08
Campeche,Sin dato,Psicóloga/o,657.6,7,9,2024-07-08
Querétaro,Mujer,Pasante,75.8,0,7,2024-07-08
Oaxaca,Sin dato,Enfermera/o,91.7,7,2,2024-07-08
Sonora,Hombre,Estudiante de medicina,236.4,0,1,2024-07-08
Campeche,Hombre,"Coordinador/a, Responsable O Supervisión De Área",493.6,0,9,2024-07-08
Campeche,Sin dato,Química/o,0.0,7,0,2024-07-08
Querétaro,Hombre,Administrativa/o,0.0,0,0,2024-07-08
Oaxaca,Hombre,Administrativa/o,10.7,0,4,2024-07-08
Nuevo León,Prefiero No Contestar,Enfermera/o,0.0,0,0,2024-07-08
Oaxaca,Hombre,Administrativa/o,0.0,0,0,2024-07-08
Oaxaca,Hombre,Administrativa/o,540.6,0,9,2024-07-08
Nuevo León,Hombre,Médica/o,249.5,0,7,2024-07-08
Sonora,Hombre,Estudiante de medicina,259.4,0,9,2024-07-08
Sonora,Hombre,Médica/o residente,0.0,0,0,2024-07-08
Sonora,Hombre,Estudiante de medicina,471.8,0,8,2024-07-08
Coahuila,Hombre,Médica/o residente,0.0,0,0,2024-07-08
Sonora,Mujer,Docente,0.0,0,5,2024-07-08
Campeche,Sin dato,Otro,80.1,7,9,2024-07-08
Oaxaca,Mujer,Médica/o,0.0,0,1,2024-07-08
Sonora,Sin dato,Sin dato,0.0,0,1,2024-07-08
Nuevo León,Mujer,Administrativa/o,1161.2,0,9,2024-07-08
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",697.1,7,9,2024-07-08
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-07-08
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",1158.8,7,9,2024-07-08
Oaxaca,Mujer,Odontóloga/o,1670.5,0,9,2024-07-08
Campeche,Sin dato,Enfermera/o,0.0,7,5,2024-07-08
Sonora,Sin dato,Sin dato,0.0,0,1,2024-07-08
Oaxaca,Sin dato,Enfermera/o,0.0,7,0,2024-07-08
Querétaro,Mujer,Pasante,0.0,0,3,2024-07-08
Oaxaca,Mujer,Administrativa/o,25.4,0,2,2024-07-08
Oaxaca,Mujer,Odontóloga/o,254.6,0,4,2024-07-08
Sonora,Mujer,Psicóloga/o,11.8,0,0,2024-07-08
Nuevo León,Mujer,Administrativa/o,0.0,0,0,2024-07-08
Guanajuato,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Sonora,Mujer,Trabajador/a Social,0.0,0,1,2024-07-08
Querétaro,Mujer,Enfermera/o,640.6,0,9,2024-07-08
Oaxaca,Mujer,Administrativa/o,634.4,0,8,2024-07-08
Oaxaca,Sin dato,Médica/o,0.0,7,1,2024-07-08
Querétaro,Mujer,Pasante,0.0,0,1,2024-07-08
Oaxaca,Hombre,"Coordinador/a, Responsable O Supervisión De Área",1788.6,0,9,2024-07-08
Oaxaca,Mujer,Médica/o,727.1,0,9,2024-07-08
Nuevo León,Sin dato,Enfermera/o,600.4,7,3,2024-07-08
SIMI,Mujer,Psicóloga/o,672.0,0,9,2024-07-08
Oaxaca,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Oaxaca,Mujer,Química/o,1.2,0,1,2024-07-08
Campeche,Mujer,Química/o,310.7,0,7,2024-07-08
Nuevo León,Sin dato,Química/o,569.9,7,9,2024-07-08
Oaxaca,Hombre,Técnica/o,0.0,0,0,2024-07-08
Sonora,Mujer,Personal Directivo,0.0,0,1,2024-07-08
Sonora,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,0,2024-07-08
Querétaro,Sin dato,"Coordinador/a, responsable o supervisión de área",23.7,7,4,2024-07-08
Campeche,Mujer,Trabajador/a social,1024.8,0,9,2024-07-08
Coahuila,Sin dato,Sin dato,638.1,0,9,2024-07-08
Sonora,Mujer,Psicóloga/o,0.2,0,2,2024-07-08
Guanajuato,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Nuevo León,Mujer,Administrativa/o,353.1,0,9,2024-07-08
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",72.7,0,4,2024-07-08
Querétaro,Mujer,Personal Directivo,271.4,0,8,2024-07-08
Coahuila,Sin dato,Sin dato,14.0,0,7,2024-07-08
Campeche,Mujer,Médica/o,740.4,0,8,2024-07-08
Jalisco,Mujer,Administrativa/o,0.0,0,2,2024-07-08
Sonora,Mujer,"Coordinador/a, responsable o supervisión de área",7021.6,0,9,2024-07-08
Sonora,Mujer,Enfermera/o,29.9,0,1,2024-07-08
Coahuila,Mujer,Química/o,0.0,0,0,2024-07-08
Coahuila,Mujer,Psicóloga/o,0.0,0,0,2024-07-08
Oaxaca,Mujer,Pasante,0.0,0,0,2024-07-08
Querétaro,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,1,2024-07-08
Coahuila,Sin dato,Psicóloga/o,0.0,7,0,2024-07-08
Oaxaca,Sin dato,Pasante,0.0,7,0,2024-07-08
Sonora,Hombre,Médica/o residente,94.9,0,1,2024-07-08
Querétaro,Hombre,Química/o,29.8,0,3,2024-07-08
Nuevo León,Hombre,"Coordinador/a, Responsable O Supervisión De Área",255.1,0,2,2024-07-08
Coahuila,Mujer,Trabajador/a social,0.0,0,0,2024-07-08
Sonora,Mujer,Médica/o residente,1.2,0,3,2024-07-08
Oaxaca,Hombre,"Coordinador/a, responsable o supervisión de área",130.9,0,8,2024-07-08
Sonora,Hombre,Médica/o residente,0.0,0,0,2024-07-08
Oaxaca,Mujer,Médica/o,986.3,0,9,2024-07-08
Coahuila,Sin dato,Sin dato,984.8,0,9,2024-07-08
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Oaxaca,Mujer,Enfermera/o,200.0,0,0,2024-07-08
Coahuila,Hombre,Administrativa/o,875.9,0,9,2024-07-08
Nuevo León,Sin dato,Médica/o,0.0,7,0,2024-07-08
Querétaro,Mujer,Médica/o,8.1,0,3,2024-07-08
AtentaMente,Mujer,"Coordinador/a, responsable o supervisión de área",9056.3,0,8,2024-07-08
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Oaxaca,Mujer,Otro (Especifique),0.0,0,0,2024-07-08
Oaxaca,Hombre,Sin dato,0.0,0,0,2024-07-08
Coahuila,Hombre,Médica/o,552.6,0,8,2024-07-08
Querétaro,Hombre,Médica/o residente,0.0,0,0,2024-07-08
Oaxaca,Mujer,Administrativa/o,300.0,0,8,2024-07-08
Oaxaca,Mujer,Enfermera/o,19.8,0,6,2024-07-08
Oaxaca,Sin dato,Psicóloga/o,409.4,7,9,2024-07-08
Campeche,Hombre,Química/o,7.2,0,2,2024-07-08
Campeche,Mujer,Administrativa/o,0.0,0,0,2024-07-08
Nuevo León,Mujer,"Coordinador/a, responsable o supervisión de área",345.9,0,7,2024-07-08
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,0,2024-07-08
Campeche,Sin dato,Otro,1138.3,7,9,2024-07-08
Oaxaca,Mujer,Médica/o,193.5,0,4,2024-07-08
Coahuila,Sin dato,Sin dato,473.3,0,9,2024-07-08
Nuevo León,Sin dato,Psicóloga/o,508.7,7,8,2024-07-08
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-08
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Sonora,Mujer,Psicóloga/o,0.0,0,0,2024-07-08
Coahuila,Sin dato,Sin dato,1.1,0,5,2024-07-08
Coahuila,Mujer,Administrativa/o,0.0,0,1,2024-07-08
Oaxaca,Mujer,Administrativa/o,0.0,0,0,2024-07-08
Coahuila,Sin dato,Sin dato,0.0,0,1,2024-07-08
Oaxaca,Mujer,Enfermera/o,1939.4,0,9,2024-07-08
Querétaro,Mujer,Enfermera/o,0.0,0,8,2024-07-08
Oaxaca,Mujer,Administrativa/o,0.0,0,8,2024-07-08
Coahuila,Sin dato,Estudiante de medicina,127.0,0,7,2024-07-08
Sonora,Mujer,Docente,1019.9,0,9,2024-07-08
Jalisco,Mujer,Médica/o residente,0.0,0,0,2024-07-08
Nuevo León,Sin dato,Administrativa/o,1622.6,7,9,2024-07-08
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",456.1,0,8,2024-07-08
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-07-08
Sonora,Mujer,Personal Directivo,360.4,0,9,2024-07-08
Coahuila,Mujer,Psicóloga/o,710.2,0,9,2024-07-08
Querétaro,Hombre,Médica/o,1071.6,0,9,2024-07-08
Jalisco,Mujer,Médica/o,702.6,0,9,2024-07-08
Querétaro,Hombre,Médica/o residente,122.6,0,0,2024-07-08
Sonora,Sin dato,Personal directivo,1330.8,7,9,2024-07-08
Jalisco,Mujer,Médica/o residente,0.0,0,1,2024-07-08
Coahuila,Hombre,Administrativa/o,0.0,7,1,2024-07-08
Querétaro,Mujer,Médica/o residente,0.0,0,3,2024-07-08
Guanajuato,Mujer,Médica/o residente,0.0,0,1,2024-07-08
Oaxaca,Mujer,Enfermera/o,314.2,0,9,2024-07-08
Campeche,Mujer,Médica/o,640.7,0,7,2024-07-08
Nuevo León,Mujer,Enfermera/o,161.0,0,4,2024-07-08
Oaxaca,Mujer,Enfermera/o,0.0,0,8,2024-07-08
Sonora,Mujer,Administrativa/o,1.1,0,0,2024-07-08
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Oaxaca,Sin dato,Administrativa/o,1451.4,7,9,2024-07-08
Oaxaca,Mujer,Enfermera/o,298.2,0,4,2024-07-08
Sonora,Mujer,Psicóloga/o,1014.0,0,8,2024-07-08
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",960.0,0,9,2024-07-08
Sonora,Sin dato,Administrativa/o,325.6,7,8,2024-07-08
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",300.0,0,9,2024-07-08
Coahuila,Hombre,"Coordinador/a, Responsable O Supervisión De Área",451.8,0,9,2024-07-08
Coahuila,Sin dato,Sin dato,30.0,0,8,2024-07-08
Jalisco,Mujer,Verificador/a sanitario,80.1,0,8,2024-07-08
Oaxaca,Sin dato,Enfermera/o,98.2,7,3,2024-07-08
Campeche,Mujer,Enfermera/o,0.0,0,5,2024-07-08
Sonora,Hombre,Estudiante de medicina,222.1,0,7,2024-07-08
Sonora,Hombre,Estudiante de medicina,612.8,0,8,2024-07-08
Querétaro,Sin dato,Médica/o,605.4,7,9,2024-07-08
Coahuila,Sin dato,Sin dato,312.6,0,7,2024-07-08
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-07-08
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Oaxaca,Mujer,Administrativa/o,68.3,0,8,2024-07-08
Campeche,Hombre,Pasante,0.0,0,0,2024-07-08
Jalisco,Mujer,Médica/o,0.0,0,3,2024-07-08
Querétaro,Mujer,Pasante,493.2,0,9,2024-07-08
Sonora,Mujer,Otro (Especifique),331.3,0,7,2024-07-08
Nuevo León,Sin dato,Administrativa/o,0.0,7,7,2024-07-08
Coahuila,Mujer,Administrativa/o,156.1,0,6,2024-07-08
Coahuila,Mujer,Enfermera/o,779.4,0,8,2024-07-08
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",649.7,0,9,2024-07-08
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Sin dato,Mujer,Sin dato,0.0,0,0,2024-07-08
Oaxaca,Mujer,Promotor/a En Salud,0.0,0,0,2024-07-08
Querétaro,Mujer,Enfermera/o,0.0,0,2,2024-07-08
Sonora,Mujer,Administrativa/o,0.2,0,1,2024-07-08
Querétaro,Mujer,Enfermera/o,0.0,0,1,2024-07-08
Coahuila,Sin dato,Estudiante de medicina,0.0,0,2,2024-07-08
Querétaro,Mujer,Enfermera/o,673.7,0,9,2024-07-08
Sonora,Sin dato,Sin dato,0.0,0,2,2024-07-08
Oaxaca,Mujer,Pasante,0.0,0,0,2024-07-08
Sonora,Sin dato,Enfermera/o,414.4,7,9,2024-07-08
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-08
Coahuila,Mujer,Enfermera/o,0.0,0,1,2024-07-08
Sonora,Mujer,Enfermera/o,300.0,0,7,2024-07-08
Guanajuato,Mujer,Sin dato,0.0,0,0,2024-07-08
Campeche,Mujer,Trabajador/a social,0.0,0,2,2024-07-08
Querétaro,Mujer,Médica/o,0.0,0,1,2024-07-08
Otro (Especifique),Hombre,Médica/o,0.0,0,0,2024-07-08
Ciudad De México,Sin dato,Sin dato,0.0,0,8,2024-07-08
Oaxaca,Mujer,Psicóloga/o,0.0,0,0,2024-07-08
Nuevo León,Sin dato,Enfermera/o,0.0,6,7,2024-07-08
Sonora,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,8,2024-07-08
Campeche,Mujer,Administrativa/o,42.0,0,3,2024-07-08
Sonora,Mujer,Psicóloga/o,0.0,0,0,2024-07-08
Querétaro,Mujer,Pasante,692.3,0,9,2024-07-08
Sonora,Hombre,Estudiante de medicina,594.3,0,9,2024-07-08
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-07-08
Coahuila,Sin dato,Sin dato,0.8,0,6,2024-07-08
Jalisco,Mujer,Psicóloga/o,0.0,0,1,2024-07-08
Nuevo León,Sin dato,Administrativa/o,32.8,7,8,2024-07-08
Nuevo León,Mujer,Otro (Especifique),5.9,0,9,2024-07-08
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,3,2024-07-08
Sonora,Mujer,Pasante,0.0,0,0,2024-07-08
Querétaro,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Nuevo León,Mujer,Pasante,543.6,0,9,2024-07-08
Coahuila,Sin dato,Sin dato,0.0,0,5,2024-07-08
Sonora,Mujer,Psicóloga/o,108.6,0,3,2024-07-08
Campeche,Sin dato,Química/o,438.4,7,8,2024-07-08
Nuevo León,Sin dato,Médica/o,173.2,7,1,2024-07-08
Sonora,Sin dato,Pasante,0.0,7,0,2024-07-08
Sonora,Sin dato,Enfermera/o,34.3,7,4,2024-07-08
Sonora,Hombre,Médica/o,719.4,0,8,2024-07-08
Querétaro,Mujer,Médica/o,364.2,0,9,2024-07-08
Nuevo León,Sin dato,Médica/o,54.9,7,2,2024-07-08
Sonora,Mujer,Estudiante de medicina,455.8,0,8,2024-07-08
Coahuila,Hombre,Enfermera/o,0.1,0,2,2024-07-08
Querétaro,Sin dato,Personal directivo,575.8,7,2,2024-07-08
Sonora,Mujer,Administrativa/o,0.0,0,0,2024-07-08
Oaxaca,Hombre,Pasante,14.9,0,6,2024-07-08
Campeche,Sin dato,Administrativa/o,0.0,7,2,2024-07-08
Sonora,Hombre,Docente,930.4,0,9,2024-07-08
Nuevo León,Sin dato,Odontóloga/o,0.0,7,4,2024-07-08
Campeche,Hombre,Enfermera/o,13.1,0,0,2024-07-08
Sonora,Hombre,Estudiante de medicina,382.2,0,8,2024-07-08
Querétaro,Sin dato,Pasante,14.9,5,0,2024-07-08
Coahuila,Sin dato,Sin dato,477.0,0,9,2024-07-08
Sonora,Mujer,Estudiante de medicina,1001.3,0,9,2024-07-08
Oaxaca,Mujer,Enfermera/o,25.1,0,1,2024-07-08
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Nuevo León,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Coahuila,Sin dato,Estudiante de medicina,459.0,0,8,2024-07-08
Campeche,Mujer,Enfermera/o,191.1,0,8,2024-07-08
Coahuila,Hombre,Pasante,0.0,0,0,2024-07-08
Campeche,Hombre,Odontóloga/o,0.0,0,0,2024-07-08
Coahuila,Mujer,Personal Directivo,1344.7,0,9,2024-07-08
Oaxaca,Mujer,Enfermera/o,0.0,0,8,2024-07-08
Nuevo León,Mujer,Pasante,0.0,0,0,2024-07-08
Oaxaca,Sin dato,Pasante,162.8,7,9,2024-07-08
Campeche,Sin dato,Pasante,218.7,7,9,2024-07-08
Sonora,Mujer,Docente,41.4,0,1,2024-07-08
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",170.8,0,2,2024-07-08
Oaxaca,Mujer,Pasante,203.5,0,6,2024-07-08
Nuevo León,Mujer,Trabajador/a social,0.0,0,1,2024-07-08
Sonora,Mujer,Estudiante de medicina,743.1,0,8,2024-07-08
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",531.5,0,6,2024-07-08
Oaxaca,Mujer,Administrativa/o,459.6,0,9,2024-07-08
Oaxaca,Sin dato,Enfermera/o,551.8,7,9,2024-07-08
Querétaro,Mujer,Enfermera/o,0.0,0,6,2024-07-08
Nuevo León,Mujer,Enfermera/o,0.0,0,1,2024-07-08
Oaxaca,Mujer,Enfermera/o,2.1,0,1,2024-07-08
Coahuila,Sin dato,Sin dato,468.7,0,6,2024-07-08
Sonora,Mujer,Administrativa/o,0.0,0,3,2024-07-08
Sonora,Mujer,Administrativa/o,0.0,0,0,2024-07-08
Campeche,Mujer,Pasante,0.0,0,0,2024-07-08
Sonora,Mujer,Médica/o residente,0.0,0,3,2024-07-08
Querétaro,Mujer,"Coordinador/a, Responsable O Supervisión De Área",120.0,0,9,2024-07-08
Oaxaca,Mujer,Pasante,0.0,0,2,2024-07-08
Sin dato,Mujer,Sin dato,0.0,0,0,2024-07-08
Oaxaca,Mujer,Pasante,0.0,0,0,2024-07-08
Campeche,Mujer,Nutrióloga/o,0.0,0,1,2024-07-08
Nuevo León,Mujer,Administrativa/o,19.8,7,4,2024-07-08
Querétaro,Mujer,Enfermera/o,300.0,0,2,2024-07-08
Querétaro,Mujer,Pasante,0.0,0,0,2024-07-08
Coahuila,Sin dato,Administrativa/o,52.0,7,7,2024-07-08
Sonora,Mujer,Trabajador/a social,0.0,0,9,2024-07-08
Coahuila,Mujer,Sin dato,0.0,0,0,2024-07-08
Campeche,Mujer,Química/o,0.0,0,0,2024-07-08
Sonora,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Sonora,Mujer,Estudiante de medicina,602.3,0,6,2024-07-08
Sonora,femenino,Enfermera/o,192.7,0,8,2024-07-08
Querétaro,Mujer,Pasante,12.0,0,2,2024-07-08
Sonora,Hombre,Estudiante de medicina,444.0,0,8,2024-07-08
Coahuila,Sin dato,"Coordinador/a, responsable o supervisión de área",0.0,7,8,2024-07-08
Nuevo León,Mujer,Enfermera/o,11.9,6,0,2024-07-08
Campeche,Mujer,Psicóloga/o,600.1,0,9,2024-07-08
Oaxaca,Hombre,Pasante,1149.6,0,7,2024-07-08
Sonora,Sin dato,Médica/o residente,0.0,7,0,2024-07-08
Coahuila,Mujer,Administrativa/o,496.9,0,9,2024-07-08
Coahuila,Mujer,Personal Directivo,870.2,0,9,2024-07-08
Oaxaca,Mujer,Supervisor/a,220.9,0,3,2024-07-08
Nuevo León,Sin dato,Médica/o,1256.2,7,9,2024-07-08
Sonora,Mujer,Enfermera/o,534.7,0,9,2024-07-08
Coahuila,Mujer,Química/o,24.0,0,1,2024-07-08
Campeche,Hombre,Administrativa/o,0.0,0,0,2024-07-08
Sonora,Hombre,Médica/o,0.0,0,4,2024-07-08
Oaxaca,Mujer,Médica/o,0.0,0,1,2024-07-08
Coahuila,Mujer,Administrativa/o,746.7,7,9,2024-07-08
Oaxaca,Hombre,Médica/o,759.3,0,9,2024-07-08
Sonora,Sin dato,Médica/o,0.0,7,4,2024-07-08
Oaxaca,Hombre,Médica/o,641.4,0,9,2024-07-08
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",747.3,7,8,2024-07-08
Oaxaca,Mujer,Pasante,0.0,0,0,2024-07-08
Oaxaca,Mujer,Sin dato,137.9,0,3,2024-07-08
Campeche,Mujer,Enfermera/o,0.0,0,0,2024-07-08
Sonora,Hombre,Médica/o,0.0,0,0,2024-07-08
Nuevo León,Hombre,Médica/o residente,0.0,0,0,2024-07-08
Oaxaca,Sin dato,Médica/o,361.2,7,9,2024-07-08
Oaxaca,Hombre,Médica/o,861.6,0,9,2024-07-08
Nuevo León,Hombre,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,0,2024-07-08
Nuevo León,Hombre,Médica/o,1009.1,0,9,2024-07-08
Nuevo León,Hombre,Médica/o,1546.3,0,8,2024-07-08
Querétaro,Sin dato,Sin dato,0.0,0,1,2024-07-08
Querétaro,Sin dato,Sin dato,0.0,0,2,2024-07-08
Oaxaca,Hombre,Personal Directivo,0.0,0,0,2024-07-08
Campeche,Hombre,Médica/o,0.0,7,0,2024-07-08
Nuevo León,Sin dato,Odontóloga/o,1303.6,7,9,2024-07-08
Querétaro,Sin dato,Médica/o,439.6,7,9,2024-07-08
Sonora,Hombre,Médica/o,0.0,0,0,2024-07-08
Nuevo León,Sin dato,Médica/o,2113.2,7,9,2024-07-08
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",0.2,7,8,2024-07-08
Sonora,Hombre,Médica/o residente,0.0,0,6,2024-07-08
Coahuila,Sin dato,Sin dato,165.1,0,8,2024-07-08
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",260.8,7,7,2024-07-08
Campeche,Hombre,Médica/o,0.0,0,0,2024-07-08
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",3.5,7,0,2024-07-08
Oaxaca,Hombre,Sin dato,0.0,0,0,2024-07-08
Nuevo León,Mujer,Médica/o,360.5,0,1,2024-07-08
Nuevo León,Sin dato,Médica/o,162.8,6,1,2024-07-08
Sonora,Mujer,Médica/o residente,0.0,0,0,2024-07-08
Nuevo León,Mujer,"Coordinador/a, Responsable O Supervisión De Área",176.1,0,9,2024-07-08
Oaxaca,Mujer,Médica/o,0.0,0,2,2024-07-08
Querétaro,Sin dato,Personal directivo,259.5,7,4,2024-07-08
Querétaro,Mujer,Médica/o,0.0,0,2,2024-07-08
Sonora,Sin dato,Médica/o,0.0,7,0,2024-07-08
Coahuila,Mujer,"Coordinador/a, Responsable O Supervisión De Área",0.0,0,2,2024-07-08
Oaxaca,Mujer,"Coordinador/a, Responsable O Supervisión De Área",72.9,0,9,2024-07-08
Coahuila,Sin dato,Médica/o,817.6,7,9,2024-07-08
Sonora,Mujer,Médica/o,355.8,0,6,2024-07-08
Nuevo León,Sin dato,"Coordinador/a, responsable o supervisión de área",15.4,6,3,2024-07-08
Ciudad De México,Mujer,Médica/o,369.5,0,7,2024-07-08
Oaxaca,Mujer,"Coordinador/a, responsable o supervisión de área",0.0,0,5,2024-07-08
Campeche,Sin dato,"Coordinador/a, responsable o supervisión de área",68.5,7,4,2024-07-08
Oaxaca,Mujer,Médica/o,0.0,0,0,2024-07-08
Guanajuato,Mujer,Médica/o,0.0,0,0,2024-07-08
Querétaro,Mujer,Médica/o,0.0,0,0,2024-07-08
Nuevo León,Sin dato,Médica/o,602.5,7,9,2024-07-08
Oaxaca,Mujer,Médica/o,0.0,0,3,2024-07-08
Sonora,Mujer,Psicóloga/o,0.0,0,1,2024-07-08
Sonora,Mujer,Médica/o,0.8,0,1,2024-07-08
Guanajuato,Mujer,Médica/o,585.5,0,9,2024-07-08
